number,name,type1,type2,total,hp,attack,defense,sp_attack,sp_defense,speed,generation,legendary
199,Galarian Slowking,Poison,Psychic,490,95,0.32432432432432434,0.30612244897959184,110,110,0.1282051282051282,8,False
200,Misdreavus,Ghost,,435,60,0.2972972972972973,0.22448979591836735,85,85,0.41025641025641024,2,False
201,Unown,Psychic,,336,48,0.3621621621621622,0.17551020408163265,72,48,0.2205128205128205,2,False
202,Wobbuffet,Psychic,,405,190,0.15135135135135136,0.2163265306122449,33,58,0.14358974358974358,2,False
203,Girafarig,Normal,Psychic,455,70,0.40540540540540543,0.24489795918367346,90,65,0.41025641025641024,2,False
204,Pineco,Bug,,290,50,0.32432432432432434,0.3469387755102041,35,35,0.05128205128205128,2,False
205,Forretress,Bug,Steel,465,75,0.4594594594594595,0.5510204081632653,60,60,0.1794871794871795,2,False
206,Dunsparce,Normal,,415,100,0.35135135135135137,0.2653061224489796,65,65,0.20512820512820512,2,False
207,Gligar,Ground,Flying,430,65,0.3783783783783784,0.40816326530612246,35,65,0.41025641025641024,2,False
208,Steelix,Steel,Ground,510,75,0.43243243243243246,0.7959183673469388,55,65,0.1282051282051282,2,False
208,Mega Steelix,Steel,Ground,610,75,0.6486486486486487,0.9183673469387755,55,95,0.1282051282051282,2,False
209,Snubbull,Fairy,,300,60,0.40540540540540543,0.1836734693877551,40,40,0.1282051282051282,2,False
210,Granbull,Fairy,,450,90,0.6216216216216216,0.2857142857142857,60,60,0.20512820512820512,2,False
211,Qwilfish,Water,Poison,430,65,0.4864864864864865,0.2857142857142857,55,55,0.41025641025641024,2,False
212,Scizor,Bug,Steel,500,70,0.6756756756756757,0.3877551020408163,55,80,0.3076923076923077,2,False
212,Mega Scizor,Bug,Steel,600,70,0.7837837837837838,0.5510204081632653,65,100,0.358974358974359,2,False
213,Shuckle,Bug,Rock,505,20,0.02702702702702703,0.9183673469387755,10,230,0.0,2,False
214,Heracross,Bug,Fighting,500,80,0.6486486486486487,0.2857142857142857,40,95,0.41025641025641024,2,False
214,Mega Heracross,Bug,Fighting,600,80,0.972972972972973,0.4489795918367347,40,105,0.358974358974359,2,False
215,Sneasel,Dark,Ice,430,55,0.4864864864864865,0.20408163265306123,35,75,0.5641025641025641,2,False
216,Teddiursa,Normal,,330,60,0.40540540540540543,0.1836734693877551,50,50,0.1794871794871795,2,False
217,Ursaring,Normal,,500,90,0.6756756756756757,0.2857142857142857,75,75,0.2564102564102564,2,False
218,Slugma,Fire,,250,40,0.1891891891891892,0.14285714285714285,70,40,0.07692307692307693,2,False
219,Magcargo,Fire,Rock,410,50,0.24324324324324326,0.46938775510204084,80,80,0.1282051282051282,2,False
220,Swinub,Ice,Ground,250,50,0.24324324324324326,0.14285714285714285,30,30,0.23076923076923078,2,False
221,Piloswine,Ice,Ground,450,100,0.5135135135135135,0.30612244897959184,60,60,0.23076923076923078,2,False
222,Corsola,Water,Rock,380,55,0.2702702702702703,0.32653061224489793,65,85,0.15384615384615385,2,False
222,Galarian Corsola,Ghost,,380,60,0.2702702702702703,0.3877551020408163,65,100,0.1282051282051282,8,False
223,Remoraid,Water,,300,35,0.32432432432432434,0.12244897959183673,65,35,0.3076923076923077,2,False
224,Octillery,Water,,480,75,0.5405405405405406,0.2857142857142857,105,75,0.20512820512820512,2,False
225,Delibird,Ice,Flying,330,45,0.2702702702702703,0.16326530612244897,65,45,0.358974358974359,2,False
226,Mantine,Water,Flying,465,65,0.1891891891891892,0.2653061224489796,80,140,0.3333333333333333,2,False
227,Skarmory,Steel,Flying,465,65,0.40540540540540543,0.5510204081632653,40,70,0.3333333333333333,2,False
228,Houndour,Dark,Fire,330,45,0.2972972972972973,0.10204081632653061,80,50,0.3076923076923077,2,False
229,Houndoom,Dark,Fire,500,75,0.4594594594594595,0.1836734693877551,110,80,0.46153846153846156,2,False
229,Mega Houndoom,Dark,Fire,600,75,0.4594594594594595,0.3469387755102041,140,90,0.5641025641025641,2,False
230,Kingdra,Water,Dragon,540,75,0.4864864864864865,0.3673469387755102,95,95,0.41025641025641024,2,False
231,Phanpy,Ground,,330,90,0.2972972972972973,0.22448979591836735,40,40,0.1794871794871795,2,False
232,Donphan,Ground,,500,90,0.6216216216216216,0.46938775510204084,60,60,0.23076923076923078,2,False
233,Porygon2,Normal,,515,85,0.40540540540540543,0.3469387755102041,105,95,0.28205128205128205,2,False
234,Stantler,Normal,,465,73,0.4864864864864865,0.23265306122448978,85,65,0.41025641025641024,2,False
235,Smeargle,Normal,,250,55,0.08108108108108109,0.12244897959183673,20,45,0.358974358974359,2,False
236,Tyrogue,Fighting,,210,35,0.16216216216216217,0.12244897959183673,35,35,0.15384615384615385,2,False
237,Hitmontop,Fighting,,455,50,0.4864864864864865,0.3673469387755102,35,110,0.3333333333333333,2,False
238,Smoochum,Ice,Psychic,305,45,0.13513513513513514,0.04081632653061224,85,65,0.3076923076923077,2,False
239,Elekid,Electric,,360,45,0.31351351351351353,0.1306122448979592,65,55,0.46153846153846156,2,False
240,Magby,Fire,,365,45,0.3783783783783784,0.1306122448979592,70,55,0.4,2,False
241,Miltank,Normal,,490,95,0.40540540540540543,0.40816326530612246,40,70,0.48717948717948717,2,False
242,Blissey,Normal,,540,255,0.02702702702702703,0.02040816326530612,75,135,0.2564102564102564,2,False
243,Raikou,Electric,,580,90,0.43243243243243246,0.2857142857142857,115,100,0.5641025641025641,2,True
244,Entei,Fire,,580,115,0.5945945945945946,0.32653061224489793,90,75,0.48717948717948717,2,True
245,Suicune,Water,,580,100,0.3783783783783784,0.4489795918367347,90,115,0.41025641025641024,2,True
246,Larvitar,Rock,Ground,300,50,0.31891891891891894,0.1836734693877551,45,50,0.18461538461538463,2,False
247,Pupitar,Rock,Ground,410,70,0.42702702702702705,0.2653061224489796,65,70,0.2358974358974359,2,False
248,Tyranitar,Rock,Dark,600,100,0.6972972972972973,0.42857142857142855,95,100,0.28717948717948716,2,False
248,Mega Tyranitar,Rock,Dark,700,100,0.8594594594594595,0.5918367346938775,95,120,0.3384615384615385,2,False
249,Lugia,Psychic,Flying,680,106,0.4594594594594595,0.5102040816326531,90,154,0.5384615384615384,2,True
250,Ho-oh,Fire,Flying,680,106,0.6756756756756757,0.3469387755102041,110,154,0.4358974358974359,2,True
251,Celebi,Psychic,Grass,600,100,0.5135135135135135,0.3877551020408163,100,100,0.48717948717948717,2,True
252,Treecko,Grass,,310,40,0.21621621621621623,0.12244897959183673,65,55,0.3333333333333333,3,False
253,Grovyle,Grass,,405,50,0.32432432432432434,0.16326530612244897,85,65,0.46153846153846156,3,False
254,Sceptile,Grass,,530,70,0.43243243243243246,0.24489795918367346,105,85,0.5897435897435898,3,False
254,Mega Sceptile,Grass,Dragon,630,70,0.5675675675675675,0.2857142857142857,145,85,0.717948717948718,3,False
255,Torchic,Fire,,310,45,0.2972972972972973,0.14285714285714285,70,50,0.20512820512820512,3,False
256,Combusken,Fire,Fighting,405,60,0.43243243243243246,0.22448979591836735,85,60,0.2564102564102564,3,False
257,Blaziken,Fire,Fighting,530,80,0.6216216216216216,0.2653061224489796,110,70,0.38461538461538464,3,False
257,Mega Blaziken,Fire,Fighting,630,80,0.8378378378378378,0.30612244897959184,130,80,0.48717948717948717,3,False
258,Mudkip,Water,,310,50,0.35135135135135137,0.1836734693877551,50,50,0.1794871794871795,3,False
259,Marshtomp,Water,Ground,405,70,0.43243243243243246,0.2653061224489796,60,70,0.23076923076923078,3,False
260,Swampert,Water,Ground,535,100,0.5675675675675675,0.3469387755102041,85,90,0.28205128205128205,3,False
260,Mega Swampert,Water,Ground,635,100,0.7837837837837838,0.42857142857142855,95,110,0.3333333333333333,3,False
261,Poochyena,Dark,,220,35,0.2702702702702703,0.12244897959183673,30,30,0.15384615384615385,3,False
262,Mightyena,Dark,,420,70,0.4594594594594595,0.2653061224489796,60,60,0.3333333333333333,3,False
263,Zigzagoon,Normal,,240,38,0.13513513513513514,0.1469387755102041,30,41,0.28205128205128205,3,False
263,Galarian Zigzagoon,Dark,Normal,240,38,0.13513513513513514,0.1469387755102041,30,41,0.28205128205128205,8,False
264,Linoone,Normal,,420,78,0.35135135135135137,0.22857142857142856,50,61,0.48717948717948717,3,False
264,Galarian Linoone,Dark,Normal,420,78,0.35135135135135137,0.22857142857142856,50,61,0.48717948717948717,8,False
265,Wurmple,Bug,,195,45,0.21621621621621623,0.12244897959183673,20,30,0.07692307692307693,3,False
266,Silcoon,Bug,,205,50,0.16216216216216217,0.20408163265306123,25,25,0.05128205128205128,3,False
267,Beautifly,Bug,Flying,395,60,0.35135135135135137,0.1836734693877551,100,50,0.3076923076923077,3,False
268,Cascoon,Bug,,205,50,0.16216216216216217,0.20408163265306123,25,25,0.05128205128205128,3,False
269,Dustox,Bug,Poison,385,60,0.24324324324324326,0.2653061224489796,50,90,0.3076923076923077,3,False
270,Lotad,Water,Grass,220,40,0.13513513513513514,0.10204081632653061,40,50,0.1282051282051282,3,False
271,Lombre,Water,Grass,340,60,0.24324324324324326,0.1836734693877551,60,70,0.23076923076923078,3,False
272,Ludicolo,Water,Grass,480,80,0.35135135135135137,0.2653061224489796,90,100,0.3333333333333333,3,False
273,Seedot,Grass,,220,40,0.1891891891891892,0.1836734693877551,30,30,0.1282051282051282,3,False
274,Nuzleaf,Grass,Dark,340,70,0.35135135135135137,0.14285714285714285,60,40,0.28205128205128205,3,False
275,Shiftry,Grass,Dark,480,90,0.5135135135135135,0.22448979591836735,90,60,0.38461538461538464,3,False
276,Taillow,Normal,Flying,270,40,0.2702702702702703,0.10204081632653061,30,30,0.41025641025641024,3,False
277,Swellow,Normal,Flying,430,60,0.43243243243243246,0.22448979591836735,50,50,0.6153846153846154,3,False
278,Wingull,Water,Flying,270,40,0.13513513513513514,0.10204081632653061,55,30,0.41025641025641024,3,False
279,Pelipper,Water,Flying,430,60,0.24324324324324326,0.3877551020408163,85,70,0.3076923076923077,3,False
280,Ralts,Psychic,Fairy,198,28,0.10810810810810811,0.08163265306122448,45,35,0.1794871794871795,3,False
281,Kirlia,Psychic,Fairy,278,38,0.16216216216216217,0.12244897959183673,65,55,0.23076923076923078,3,False
282,Gardevoir,Psychic,Fairy,518,68,0.32432432432432434,0.24489795918367346,125,115,0.38461538461538464,3,False
282,Mega Gardevoir,Psychic,Fairy,618,68,0.43243243243243246,0.24489795918367346,165,135,0.48717948717948717,3,False
283,Surskit,Bug,Water,269,40,0.13513513513513514,0.11020408163265306,50,52,0.3076923076923077,3,False
284,Masquerain,Bug,Flying,414,70,0.2972972972972973,0.23265306122448978,80,82,0.28205128205128205,3,False
285,Shroomish,Grass,,295,60,0.1891891891891892,0.22448979591836735,40,60,0.15384615384615385,3,False
286,Breloom,Grass,Fighting,460,60,0.6756756756756757,0.30612244897959184,60,60,0.3333333333333333,3,False
287,Slakoth,Normal,,280,60,0.2972972972972973,0.22448979591836735,35,35,0.1282051282051282,3,False
288,Vigoroth,Normal,,440,80,0.40540540540540543,0.30612244897959184,55,55,0.4358974358974359,3,False
289,Slaking,Normal,,670,150,0.8378378378378378,0.3877551020408163,95,65,0.48717948717948717,3,False
290,Nincada,Bug,Ground,266,31,0.21621621621621623,0.3469387755102041,30,30,0.1794871794871795,3,False
291,Ninjask,Bug,Flying,456,61,0.4594594594594595,0.16326530612244897,50,50,0.7948717948717948,3,False
292,Shedinja,Bug,Ghost,236,1,0.4594594594594595,0.16326530612244897,30,30,0.1794871794871795,3,False
293,Whismur,Normal,,240,64,0.24864864864864866,0.07346938775510205,51,23,0.11794871794871795,3,False
294,Loudred,Normal,,360,84,0.3567567567567568,0.15510204081632653,71,43,0.2205128205128205,3,False
295,Exploud,Normal,,490,104,0.4648648648648649,0.23673469387755103,91,73,0.3230769230769231,3,False
296,Makuhita,Fighting,,237,72,0.2972972972972973,0.10204081632653061,20,30,0.10256410256410256,3,False
297,Hariyama,Fighting,,474,144,0.6216216216216216,0.22448979591836735,40,60,0.23076923076923078,3,False
298,Azurill,Normal,Fairy,190,50,0.08108108108108109,0.14285714285714285,20,40,0.07692307692307693,3,False
299,Nosepass,Rock,,375,30,0.21621621621621623,0.5306122448979592,45,90,0.1282051282051282,3,False
300,Skitty,Normal,,260,50,0.21621621621621623,0.16326530612244897,35,35,0.23076923076923078,3,False
301,Delcatty,Normal,,380,70,0.32432432432432434,0.24489795918367346,55,55,0.3333333333333333,3,False
302,Sableye,Dark,Ghost,380,50,0.3783783783783784,0.2857142857142857,65,65,0.23076923076923078,3,False
302,Mega Sableye,Dark,Ghost,480,50,0.43243243243243246,0.4897959183673469,85,115,0.07692307692307693,3,False
303,Mawile,Steel,Fairy,380,50,0.43243243243243246,0.32653061224489793,55,55,0.23076923076923078,3,False
303,Mega Mawile,Steel,Fairy,480,50,0.5405405405405406,0.4897959183673469,55,95,0.23076923076923078,3,False
304,Aron,Steel,Rock,330,50,0.35135135135135137,0.3877551020408163,40,40,0.1282051282051282,3,False
305,Lairon,Steel,Rock,430,60,0.4594594594594595,0.5510204081632653,50,50,0.1794871794871795,3,False
306,Aggron,Steel,Rock,530,70,0.5675675675675675,0.7142857142857143,60,60,0.23076923076923078,3,False
306,Mega Aggron,Steel,,630,70,0.7297297297297297,0.9183673469387755,60,80,0.23076923076923078,3,False
307,Meditite,Fighting,Psychic,280,30,0.1891891891891892,0.20408163265306123,40,55,0.28205128205128205,3,False
308,Medicham,Fighting,Psychic,410,60,0.2972972972972973,0.2857142857142857,60,75,0.38461538461538464,3,False
308,Mega Medicham,Fighting,Psychic,510,60,0.5135135135135135,0.32653061224489793,80,85,0.48717948717948717,3,False
309,Electrike,Electric,,295,40,0.21621621621621623,0.14285714285714285,65,40,0.3076923076923077,3,False
310,Manectric,Electric,,475,70,0.3783783783783784,0.22448979591836735,105,60,0.5128205128205128,3,False
310,Mega Manectric,Electric,,575,70,0.3783783783783784,0.30612244897959184,135,80,0.6666666666666666,3,False
311,Plusle,Electric,,405,60,0.24324324324324326,0.14285714285714285,85,75,0.46153846153846156,3,False
312,Minun,Electric,,405,60,0.1891891891891892,0.1836734693877551,75,85,0.46153846153846156,3,False
313,Volbeat,Bug,,400,65,0.3675675675675676,0.20408163265306123,47,75,0.41025641025641024,3,False
314,Illumise,Bug,,400,65,0.22702702702702704,0.20408163265306123,73,75,0.41025641025641024,3,False
315,Roselia,Grass,Poison,400,50,0.2972972972972973,0.16326530612244897,100,80,0.3076923076923077,3,False
316,Gulpin,Poison,,302,70,0.20540540540540542,0.19591836734693877,43,53,0.1794871794871795,3,False
317,Swalot,Poison,,467,100,0.3675675675675676,0.3183673469387755,73,83,0.2564102564102564,3,False
318,Carvanha,Water,Dark,305,45,0.4594594594594595,0.061224489795918366,65,20,0.3076923076923077,3,False
319,Sharpedo,Water,Dark,460,70,0.6216216216216216,0.14285714285714285,95,40,0.46153846153846156,3,False
319,Mega Sharpedo,Water,Dark,560,70,0.7297297297297297,0.2653061224489796,110,65,0.5128205128205128,3,False
320,Wailmer,Water,,400,130,0.35135135135135137,0.12244897959183673,70,35,0.28205128205128205,3,False
321,Wailord,Water,,500,170,0.4594594594594595,0.16326530612244897,90,45,0.28205128205128205,3,False
322,Numel,Fire,Ground,305,60,0.2972972972972973,0.14285714285714285,65,45,0.15384615384615385,3,False
323,Camerupt,Fire,Ground,460,70,0.5135135135135135,0.2653061224489796,105,75,0.1794871794871795,3,False
323,Mega Camerupt,Fire,Ground,560,70,0.6216216216216216,0.3877551020408163,145,105,0.07692307692307693,3,False
324,Torkoal,Fire,,470,70,0.43243243243243246,0.5510204081632653,85,70,0.07692307692307693,3,False
325,Spoink,Psychic,,330,60,0.10810810810810811,0.12244897959183673,70,80,0.28205128205128205,3,False
326,Grumpig,Psychic,,470,80,0.21621621621621623,0.24489795918367346,90,110,0.38461538461538464,3,False
327,Spinda,Normal,,360,60,0.2972972972972973,0.22448979591836735,60,60,0.28205128205128205,3,False
328,Trapinch,Ground,,290,45,0.5135135135135135,0.16326530612244897,45,45,0.02564102564102564,3,False
329,Vibrava,Ground,Dragon,340,50,0.35135135135135137,0.1836734693877551,50,50,0.3333333333333333,3,False
330,Flygon,Ground,Dragon,520,80,0.5135135135135135,0.30612244897959184,80,80,0.48717948717948717,3,False
331,Cacnea,Grass,,335,50,0.43243243243243246,0.14285714285714285,85,40,0.15384615384615385,3,False
332,Cacturne,Grass,Dark,475,70,0.5945945945945946,0.22448979591836735,115,60,0.2564102564102564,3,False
333,Swablu,Normal,Flying,310,45,0.1891891891891892,0.22448979591836735,40,75,0.23076923076923078,3,False
334,Altaria,Dragon,Flying,490,75,0.35135135135135137,0.3469387755102041,70,105,0.38461538461538464,3,False
334,Mega Altaria,Dragon,Fairy,590,75,0.5675675675675675,0.42857142857142855,110,105,0.38461538461538464,3,False
335,Zangoose,Normal,,458,73,0.5945945945945946,0.22448979591836735,60,60,0.4358974358974359,3,False
336,Seviper,Poison,,458,73,0.5135135135135135,0.22448979591836735,100,60,0.3076923076923077,3,False
337,Lunatone,Rock,Psychic,440,70,0.2702702702702703,0.24489795918367346,95,85,0.3333333333333333,3,False
338,Solrock,Rock,Psychic,440,70,0.4864864864864865,0.32653061224489793,55,65,0.3333333333333333,3,False
339,Barboach,Water,Ground,288,50,0.23243243243243245,0.15510204081632653,46,41,0.28205128205128205,3,False
340,Whiscash,Water,Ground,468,110,0.3945945945945946,0.27755102040816326,76,71,0.28205128205128205,3,False
341,Corphish,Water,,308,43,0.40540540540540543,0.24489795918367346,50,35,0.15384615384615385,3,False
342,Crawdaunt,Water,Dark,468,63,0.6216216216216216,0.32653061224489793,90,55,0.2564102564102564,3,False
343,Baltoy,Ground,Psychic,300,40,0.1891891891891892,0.20408163265306123,40,70,0.2564102564102564,3,False
344,Claydol,Ground,Psychic,500,60,0.35135135135135137,0.40816326530612246,70,120,0.358974358974359,3,False
345,Lileep,Rock,Grass,355,66,0.1945945945945946,0.2938775510204082,61,87,0.09230769230769231,3,False
346,Cradily,Rock,Grass,495,86,0.41081081081081083,0.37551020408163266,81,107,0.19487179487179487,3,False
347,Anorith,Rock,Bug,355,45,0.4864864864864865,0.1836734693877551,40,50,0.358974358974359,3,False
348,Armaldo,Rock,Bug,495,75,0.6486486486486487,0.3877551020408163,70,80,0.20512820512820512,3,False
349,Feebas,Water,,200,20,0.05405405405405406,0.061224489795918366,10,55,0.38461538461538464,3,False
350,Milotic,Water,,540,95,0.2972972972972973,0.3020408163265306,100,125,0.38974358974358975,3,False
351,Castform,Normal,,420,70,0.35135135135135137,0.2653061224489796,70,70,0.3333333333333333,3,False
352,Kecleon,Normal,,440,60,0.4594594594594595,0.2653061224489796,60,120,0.1794871794871795,3,False
353,Shuppet,Ghost,,295,44,0.3783783783783784,0.12244897959183673,63,33,0.20512820512820512,3,False
354,Banette,Ghost,,455,64,0.5945945945945946,0.24489795918367346,83,63,0.3076923076923077,3,False
354,Mega Banette,Ghost,,555,64,0.8648648648648649,0.2857142857142857,93,83,0.358974358974359,3,False
355,Duskull,Ghost,,295,20,0.1891891891891892,0.3469387755102041,30,90,0.10256410256410256,3,False
356,Dusclops,Ghost,,455,40,0.35135135135135137,0.5102040816326531,60,130,0.10256410256410256,3,False
357,Tropius,Grass,Flying,460,99,0.34054054054054056,0.3183673469387755,72,87,0.2358974358974359,3,False
358,Chimecho,Psychic,,425,65,0.24324324324324326,0.2653061224489796,95,80,0.3076923076923077,3,False
359,Absol,Dark,,465,65,0.6756756756756757,0.22448979591836735,75,60,0.358974358974359,3,False
359,Mega Absol,Dark,,565,65,0.7837837837837838,0.22448979591836735,115,60,0.5641025641025641,3,False
360,Wynaut,Psychic,,260,95,0.0972972972972973,0.17551020408163265,23,48,0.09230769230769231,3,False
361,Snorunt,Ice,,300,50,0.24324324324324326,0.1836734693877551,50,50,0.23076923076923078,3,False
362,Glalie,Ice,,480,80,0.40540540540540543,0.30612244897959184,80,80,0.38461538461538464,3,False
362,Mega Glalie,Ice,,580,80,0.6216216216216216,0.30612244897959184,120,80,0.48717948717948717,3,False
363,Spheal,Ice,Water,290,70,0.1891891891891892,0.1836734693877551,55,50,0.10256410256410256,3,False
364,Sealeo,Ice,Water,410,90,0.2972972972972973,0.2653061224489796,75,70,0.20512820512820512,3,False
365,Walrein,Ice,Water,530,110,0.40540540540540543,0.3469387755102041,95,90,0.3076923076923077,3,False
366,Clamperl,Water,,345,35,0.31891891891891894,0.32653061224489793,74,55,0.13846153846153847,3,False
367,Huntail,Water,,485,55,0.5351351351351351,0.40816326530612246,94,75,0.24102564102564103,3,False
368,Gorebyss,Water,,485,55,0.42702702702702705,0.40816326530612246,114,75,0.24102564102564103,3,False
369,Relicanth,Water,Rock,485,100,0.4594594594594595,0.5102040816326531,45,65,0.2564102564102564,3,False
370,Luvdisc,Water,,330,43,0.13513513513513514,0.20408163265306123,40,65,0.4717948717948718,3,False
371,Bagon,Dragon,,300,45,0.3783783783783784,0.22448979591836735,40,30,0.23076923076923078,3,False
372,Shelgon,Dragon,,420,65,0.4864864864864865,0.3877551020408163,60,50,0.23076923076923078,3,False
373,Salamence,Dragon,Flying,600,95,0.7027027027027027,0.30612244897959184,110,80,0.48717948717948717,3,False
373,Mega Salamence,Dragon,Flying,700,95,0.7567567567567568,0.5102040816326531,120,90,0.5897435897435898,3,False
374,Beldum,Steel,Psychic,300,40,0.2702702702702703,0.30612244897959184,35,60,0.1282051282051282,3,False
375,Metang,Steel,Psychic,420,60,0.3783783783783784,0.3877551020408163,55,80,0.23076923076923078,3,False
376,Metagross,Steel,Psychic,600,80,0.7027027027027027,0.5102040816326531,95,90,0.3333333333333333,3,False
376,Mega Metagross,Steel,Psychic,700,80,0.7567567567567568,0.5918367346938775,105,110,0.5384615384615384,3,False
377,Regirock,Rock,,580,80,0.5135135135135135,0.7959183673469388,50,100,0.23076923076923078,3,True
378,Regice,Ice,,580,80,0.24324324324324326,0.3877551020408163,100,200,0.23076923076923078,3,True
379,Registeel,Steel,,580,80,0.3783783783783784,0.5918367346938775,75,150,0.23076923076923078,3,True
380,Latias,Dragon,Psychic,600,80,0.40540540540540543,0.3469387755102041,110,130,0.5384615384615384,3,True
380,Mega Latias,Dragon,Psychic,700,80,0.5135135135135135,0.46938775510204084,140,150,0.5384615384615384,3,True
381,Latios,Dragon,Psychic,600,80,0.4594594594594595,0.30612244897959184,130,110,0.5384615384615384,3,True
381,Mega Latios,Dragon,Psychic,700,80,0.6756756756756757,0.3877551020408163,160,120,0.5384615384615384,3,True
382,Kyogre,Water,,670,100,0.5135135135135135,0.3469387755102041,150,140,0.4358974358974359,3,True
382,Primal Kyogre,Water,,770,100,0.7837837837837838,0.3469387755102041,180,160,0.4358974358974359,3,True
383,Groudon,Ground,,670,100,0.7837837837837838,0.5510204081632653,100,90,0.4358974358974359,3,True
383,Primal Groudon,Ground,Fire,770,100,0.9459459459459459,0.6326530612244898,150,90,0.4358974358974359,3,True
384,Rayquaza,Dragon,Flying,680,105,0.7837837837837838,0.3469387755102041,150,90,0.46153846153846156,3,True
384,Mega Rayquaza,Dragon,Flying,780,105,0.9459459459459459,0.3877551020408163,180,100,0.5641025641025641,3,True
385,Jirachi,Steel,Psychic,600,100,0.5135135135135135,0.3877551020408163,100,100,0.48717948717948717,3,True
386,Deoxys Normal Forme,Psychic,,600,50,0.7837837837837838,0.1836734693877551,150,50,0.7435897435897436,3,True
386,Deoxys Attack Forme,Psychic,,600,50,0.9459459459459459,0.061224489795918366,180,20,0.7435897435897436,3,True
386,Deoxys Defense Forme,Psychic,,600,50,0.35135135135135137,0.6326530612244898,70,160,0.4358974358974359,3,True
386,Deoxys Speed Forme,Psychic,,600,50,0.4864864864864865,0.3469387755102041,95,90,0.8974358974358975,3,True
387,Turtwig,Grass,,318,55,0.34054054054054056,0.24081632653061225,45,55,0.13333333333333333,4,False
388,Grotle,Grass,,405,75,0.4540540540540541,0.32653061224489793,55,65,0.15897435897435896,4,False
389,Torterra,Grass,Ground,525,95,0.5621621621621622,0.40816326530612246,75,85,0.26153846153846155,4,False
390,Chimchar,Fire,,309,44,0.2864864864864865,0.15918367346938775,58,44,0.28717948717948716,4,False
391,Monferno,Fire,Fighting,405,64,0.3945945945945946,0.19183673469387755,78,52,0.38974358974358975,4,False
392,Infernape,Fire,Fighting,534,76,0.5351351351351351,0.2693877551020408,104,71,0.5282051282051282,4,False
393,Piplup,Water,,314,53,0.24864864864864866,0.19591836734693877,61,56,0.1794871794871795,4,False
394,Prinplup,Water,,405,64,0.32972972972972975,0.2571428571428571,81,76,0.23076923076923078,4,False
395,Empoleon,Water,Steel,530,84,0.43783783783783786,0.33877551020408164,111,101,0.28205128205128205,4,False
396,Starly,Normal,Flying,245,40,0.2702702702702703,0.10204081632653061,30,30,0.28205128205128205,4,False
397,Staravia,Normal,Flying,340,55,0.3783783783783784,0.1836734693877551,40,40,0.38461538461538464,4,False
398,Staraptor,Normal,Flying,485,85,0.6216216216216216,0.2653061224489796,50,60,0.48717948717948717,4,False
399,Bidoof,Normal,,250,59,0.21621621621621623,0.14285714285714285,35,40,0.13333333333333333,4,False
400,Bibarel,Normal,Water,410,79,0.43243243243243246,0.22448979591836735,55,60,0.3384615384615385,4,False
401,Kricketot,Bug,,194,37,0.10810810810810811,0.1469387755102041,25,41,0.10256410256410256,4,False
402,Kricketune,Bug,,384,77,0.43243243243243246,0.18775510204081633,55,51,0.3076923076923077,4,False
403,Shinx,Electric,,263,45,0.32432432432432434,0.11836734693877551,40,34,0.20512820512820512,4,False
404,Luxio,Electric,,363,60,0.43243243243243246,0.17959183673469387,60,49,0.28205128205128205,4,False
405,Luxray,Electric,,523,80,0.6216216216216216,0.3020408163265306,95,79,0.3333333333333333,4,False
406,Budew,Grass,Poison,280,40,0.13513513513513514,0.12244897959183673,50,70,0.2564102564102564,4,False
407,Roserade,Grass,Poison,515,60,0.35135135135135137,0.24489795918367346,125,105,0.4358974358974359,4,False
408,Cranidos,Rock,,350,67,0.6486486486486487,0.14285714285714285,30,30,0.2717948717948718,4,False
409,Rampardos,Rock,,495,97,0.8648648648648649,0.22448979591836735,65,50,0.2717948717948718,4,False
410,Shieldon,Rock,Steel,350,30,0.2,0.46122448979591835,42,88,0.1282051282051282,4,False
411,Bastiodon,Rock,Steel,495,60,0.25405405405405407,0.6653061224489796,47,138,0.1282051282051282,4,False
412,Burmy,Bug,,224,40,0.12972972972972974,0.16326530612244897,29,45,0.15897435897435896,4,False
413,Wormadam Plant Cloak,Bug,Grass,424,60,0.2918918918918919,0.32653061224489793,79,105,0.15897435897435896,4,False
413,Wormadam Sandy Cloak,Bug,Ground,424,60,0.4,0.40816326530612246,59,85,0.15897435897435896,4,False
413,Wormadam Trash Cloak,Bug,Steel,424,60,0.34594594594594597,0.3673469387755102,69,95,0.15897435897435896,4,False
414,Mothim,Bug,Flying,424,70,0.4810810810810811,0.1836734693877551,94,50,0.3128205128205128,4,False
415,Combee,Bug,Flying,244,30,0.13513513513513514,0.1510204081632653,30,42,0.3333333333333333,4,False
416,Vespiquen,Bug,Flying,474,70,0.40540540540540543,0.39591836734693875,80,102,0.1794871794871795,4,False
417,Pachirisu,Electric,,405,60,0.21621621621621623,0.2653061224489796,45,90,0.46153846153846156,4,False
418,Buizel,Water,,330,55,0.32432432432432434,0.12244897959183673,60,30,0.41025641025641024,4,False
419,Floatzel,Water,,495,85,0.5405405405405406,0.20408163265306123,85,50,0.5641025641025641,4,False
420,Cherubi,Grass,,275,45,0.16216216216216217,0.16326530612244897,62,53,0.15384615384615385,4,False
421,Cherrim,Grass,,450,70,0.2972972972972973,0.2653061224489796,87,78,0.41025641025641024,4,False
422,Shellos,Water,,325,76,0.23243243243243245,0.17551020408163265,57,62,0.14871794871794872,4,False
423,Gastrodon,Water,Ground,475,111,0.42162162162162165,0.2571428571428571,92,82,0.17435897435897435,4,False
